query_id,query,query_type,anchor,extracted_anchor,expected,answer_key,system,answer,factual_accuracy,hallucination_rate,locality_awareness,llm_judge_score,llm_judge_reason,context_chars,world_size
0,Yoremoor has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Yoremoor,Yoremoor,Lochridge Onyxhaven,"The cities that would take an economic hit are Lochridge, Onyxhaven. They supply goods to Yoremoor: Lochridge (exports grain to Yoremoor); Onyxhaven (exports silk to Yoremoor). With Yoremoor halting all imports, these trade partners lose a key market.",baseline,"Yorewood, Onyxhaven, and Eastspire would take an economic hit from Yoremoor halting its imports since they trade with Yoremoor according to the context provided.",1,0.0,0.75,2.0,"The AI response includes a city (Yorewood) that was not mentioned in the scenario as a trading partner of Yoremoor, while omitting Lochridge and Onyxhaven, which were explicitly stated as trading partners.",2185,small
0,Yoremoor has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Yoremoor,Yoremoor,Lochridge Onyxhaven,"The cities that would take an economic hit are Lochridge, Onyxhaven. They supply goods to Yoremoor: Lochridge (exports grain to Yoremoor); Onyxhaven (exports silk to Yoremoor). With Yoremoor halting all imports, these trade partners lose a key market.",hgrag,"Onyxhaven, Lochridge, Zealkeep, and Onyxwood would take an economic hit from Yoremoor's decision to halt imports, as they trade with Yoremoor.",2,0.0,1.0,3.0,"While all the cities mentioned (Onyxhaven, Lochridge, Zealkeep, Onyxwood) could potentially be affected by Yoremoor halting imports, only Onyxhaven and Lochridge were explicitly stated as trading partners with Yoremoor in the question. The other two cities were not mentioned",1708,small
1,Veldkeep has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Veldkeep,Veldkeep,Yorkridge Veldhaven,"The cities that would take an economic hit are Yorkridge, Veldhaven. They supply goods to Veldkeep: Yorkridge (exports oil to Veldkeep); Veldhaven (exports fuel to Veldkeep). With Veldkeep halting all imports, these trade partners lose a key market.",baseline,"Cities that would take an economic hit from Veldkeep halting its imports are Nethholm, Oakcliff, Umbreholm, and Yorewood, as they all have trade relations with Veldkeep according to the provided context.",0,0.143,1.0,1.0,"The AI response does not match the expected answer, and it includes cities (Nethholm, Oakcliff, Umbreholm, and Yorewood) that are not mentioned in the scenario as trading partners of Veldkeep.",2185,small
1,Veldkeep has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Veldkeep,Veldkeep,Yorkridge Veldhaven,"The cities that would take an economic hit are Yorkridge, Veldhaven. They supply goods to Veldkeep: Yorkridge (exports oil to Veldkeep); Veldhaven (exports fuel to Veldkeep). With Veldkeep halting all imports, these trade partners lose a key market.",hgrag,"Yorkridge, Umbreholm, and Veldhaven would take an economic hit from Veldkeep's decision to halt imports since they trade with Veldkeep. Additionally, Oakcliff might also be affected indirectly due to its connection with Yorewood, which trades with Veldkeep.",2,0.111,1.0,3.0,"While Yorkridge and Veldhaven are correctly identified as potential cities that could take an economic hit, Umbreholm is not mentioned in the expected answer. Oakcliff's indirect impact through Yorewood is a valid point but doesn't fully address the direct impact on the cities exporting goods to Veldkeep.",1584,small
2,What planet is Jadewick on?,hierarchical,Jadewick,Jadewick,Celenis,,baseline,Not found in context. The cities mentioned do not have any direct relation to a specific planet in the provided context.,0,0.0,1.0,,,1925,small
2,What planet is Jadewick on?,hierarchical,Jadewick,Jadewick,Celenis,,hgrag,Jadewick is located in the planet Celenis.,2,0.0,1.0,,,1160,small
3,What is the population of Lochmoor?,local_fact,Lochmoor,Lochmoor,281k,,baseline,The population of Lochmoor is 281k.,2,0.0,1.0,,,2136,small
3,What is the population of Lochmoor?,local_fact,Lochmoor,Lochmoor,281k,,hgrag,The population of Lochmoor is 281k.,2,0.0,1.0,,,950,small
4,What planet is Nethholm on?,hierarchical,Nethholm,Nethholm,Vortan,,baseline,Not found in context. The cities mentioned do not provide information about their planet's name.,0,0.0,1.0,,,1925,small
4,What planet is Nethholm on?,hierarchical,Nethholm,Nethholm,Vortan,,hgrag,Nethholm is located in Vortan (a planet).,2,0.0,1.0,,,1159,small
5,Which cities does Veldhaven have trade relations with?,neighborhood,Veldhaven,Veldhaven,"Veldkeep, Umbreholm",,baseline,Veldhaven trades with Umbreholm and Veldkeep.,2,0.0,1.0,,,2381,small
5,Which cities does Veldhaven have trade relations with?,neighborhood,Veldhaven,Veldhaven,"Veldkeep, Umbreholm",,hgrag,Veldhaven has trade relations with Veldkeep and Umbreholm.,2,0.0,1.0,,,1155,small
6,What does Umbreholm export?,local_fact,Umbreholm,Umbreholm,"medicine, fish",,baseline,Umbreholm exports medicine and fish.,2,0.0,1.0,,,2039,small
6,What does Umbreholm export?,local_fact,Umbreholm,Umbreholm,"medicine, fish",,hgrag,Umbreholm exports medicine and fish.,2,0.0,1.0,,,1632,small
7,What is the population of Umbreholm?,local_fact,Umbreholm,Umbreholm,358k,,baseline,The population of Umbreholm is 358k.,2,0.0,1.0,,,2136,small
7,What is the population of Umbreholm?,local_fact,Umbreholm,Umbreholm,358k,,hgrag,The population of Umbreholm is 358k.,2,0.0,1.0,,,1632,small
8,What country is Oakcliff located in?,hierarchical,Oakcliff,Oakcliff,Barnes,,baseline,Oakcliff is located in Barnes.,2,0.0,1.0,,,2211,small
8,What country is Oakcliff located in?,hierarchical,Oakcliff,Oakcliff,Barnes,,hgrag,Oakcliff is located in Barnes.,2,0.0,1.0,,,945,small
9,What is the population of Nethholm?,local_fact,Nethholm,Nethholm,42k,,baseline,Not found in context.,0,0.0,1.0,,,2136,small
9,What is the population of Nethholm?,local_fact,Nethholm,Nethholm,42k,,hgrag,The population of Nethholm is 42k.,2,0.0,1.0,,,1159,small
10,Which cities share a border with Veldhaven?,neighborhood,Veldhaven,Veldhaven,"Lochfield, Oakridge",,baseline,Veldhaven shares a border with Lochfield and Oakridge.,2,0.0,1.0,,,2257,small
10,Which cities share a border with Veldhaven?,neighborhood,Veldhaven,Veldhaven,"Lochfield, Oakridge",,hgrag,Lochfield and Oakridge share a border with Veldhaven.,2,0.0,1.0,,,1155,small
11,What does Lochmoor export?,local_fact,Lochmoor,Lochmoor,"electronics, pottery",,baseline,Lochmoor exports electronics and pottery.,2,0.0,1.0,,,2039,small
11,What does Lochmoor export?,local_fact,Lochmoor,Lochmoor,"electronics, pottery",,hgrag,Lochmoor exports electronics and pottery.,2,0.0,1.0,,,950,small
12,Yoremoor is experiencing a labor strike that halts the export of technology and fuel. Which cities are affected by this and why?,multi_hop,Yoremoor,Yoremoor,Lochmoor Lochridge Onyxhaven Zealkeep Eastspire,"The cities affected are Lochmoor, Lochridge, Onyxhaven, Zealkeep, Eastspire. They rely on Yoremoor for imported goods: Lochmoor (imports fuel from Yoremoor); Lochridge (imports fuel from Yoremoor); Onyxhaven (imports technology from Yoremoor); Zealkeep (imports fuel from Yoremoor); Eastspire (imports fuel from Yoremoor). The labor strike halting exports of technology and fuel directly disrupts their supply.",baseline,"Zealkeep, Lochridge, and Onyxhaven are affected by the labor strike in Yoremoor as they trade with Yoremoor for technology and fuel.",1,0.0,1.0,5.0,The AI correctly identified all the cities mentioned in the Expected Answer and provided a valid reasoning for their involvement.,2159,small
12,Yoremoor is experiencing a labor strike that halts the export of technology and fuel. Which cities are affected by this and why?,multi_hop,Yoremoor,Yoremoor,Lochmoor Lochridge Onyxhaven Zealkeep Eastspire,"The cities affected are Lochmoor, Lochridge, Onyxhaven, Zealkeep, Eastspire. They rely on Yoremoor for imported goods: Lochmoor (imports fuel from Yoremoor); Lochridge (imports fuel from Yoremoor); Onyxhaven (imports technology from Yoremoor); Zealkeep (imports fuel from Yoremoor); Eastspire (imports fuel from Yoremoor). The labor strike halting exports of technology and fuel directly disrupts their supply.",hgrag,"The cities affected by the labor strike in Yoremoor are Onyxhaven, Zealkeep, Lochridge, and possibly Eastspire, as they all trade with Yoremoor. Additionally, Lochmoor may also be affected indirectly due to its trade relationship with both Yoremoor and Lochridge.",2,0.1,1.0,5.0,The AI correctly identified all the cities mentioned in the Expected Answer and provided a valid reasoning for their involvement.,1708,small
13,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,baseline,Not found in context. The provided context does not specify the planet where these cities are located.,0,0.0,1.0,,,2265,small
13,Which planet does the country Venthai belong to?,hierarchical,Venthai,Venthai,Celenis,,hgrag,The country Venthai belongs to the planet Celenis.,2,0.0,1.0,,,598,small
14,What planet is Oakcliff on?,hierarchical,Oakcliff,Oakcliff,Vortan,,baseline,Not found in context. The cities mentioned do not provide information about the location of Oakcliff.,0,0.0,1.0,,,1925,small
14,What planet is Oakcliff on?,hierarchical,Oakcliff,Oakcliff,Vortan,,hgrag,Oakcliff is located in Vortan (a planet).,2,0.0,1.0,,,945,small
15,Jadewick has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Jadewick,Jadewick,Pinecove Eastspire,"The cities that would take an economic hit are Pinecove, Eastspire. They supply goods to Jadewick: Pinecove (exports textiles, oil to Jadewick); Eastspire (exports oil to Jadewick). With Jadewick halting all imports, these trade partners lose a key market.",baseline,"Pinecove, Onyxwood, and Eastspire would take an economic hit from Jadewick's temporary halt on imports as they trade with it directly (Pinecove trades textiles and oil for chemicals; Onyxwood trades grain and technology for silk and fish; Eastspire trades with Jadewick but the context does not specify goods exchanged). Additionally, since Yorewood also trades with Jadewick, there could be indirect effects on cities like Oakcliff (through Yorewood), Nethholm (through Yorewood), Veldkeep (through Yorewood and Umbreholm), and Umbreholm (directly) as well.",2,0.053,0.444,2.0,"The AI response includes cities not mentioned in the expected answer, and while the reasoning approach is valid, it incorrectly identifies Onyxwood, Oakcliff, Nethholm, Veldkeep, and Umbreholm as taking an economic hit from Jadewick's halt on imports. Only Pinecove and Eastspire",2185,small
15,Jadewick has a surplus of goods and temporarily halts the imports of any goods to save money. Which cities would take an economic hit from this?,multi_hop,Jadewick,Jadewick,Pinecove Eastspire,"The cities that would take an economic hit are Pinecove, Eastspire. They supply goods to Jadewick: Pinecove (exports textiles, oil to Jadewick); Eastspire (exports oil to Jadewick). With Jadewick halting all imports, these trade partners lose a key market.",hgrag,"Eastspire, Onyxwood, and Pinecove would take an economic hit from Jadewick's decision to halt imports.",2,0.0,1.0,3.0,"Correctly identifies Pinecove as one of the cities that would be affected, but incorrectly includes Onyxwood in the list without providing a reason for its inclusion.",1160,small
16,What does Oakridge export?,local_fact,Oakridge,Oakridge,"machinery, medicine",,baseline,Oakridge exports spices. (Retrieved from the context of [CITY] Veldhaven and [CITY] Umbreholm.),0,0.25,1.0,,,2039,small
16,What does Oakridge export?,local_fact,Oakridge,Oakridge,"machinery, medicine",,hgrag,Oakridge exports machinery and medicine.,2,0.0,1.0,,,1435,small
17,Which planet does the country Barnes belong to?,hierarchical,Barnes,Barnes,Vortan,,baseline,Not found in context. The provided context does not specify the planet that Barnes belongs to.,0,0.0,1.0,,,2265,small
17,Which planet does the country Barnes belong to?,hierarchical,Barnes,Barnes,Vortan,,hgrag,The country Barnes belongs to the planet Vortan.,2,0.0,1.0,,,581,small
18,Which cities does Lochfield have trade relations with?,neighborhood,Lochfield,Lochfield,"Yorewood, Yorkridge",,baseline,"Lochfield has trade relations with Veldhaven, Oakridge, and Yorewood.",1,0.0,1.0,,,2381,small
18,Which cities does Lochfield have trade relations with?,neighborhood,Lochfield,Lochfield,"Yorewood, Yorkridge",,hgrag,"Lochfield trades with Yorewood, Oakridge, and Veldhaven.",1,0.0,1.0,,,1188,small
19,Lochfield is experiencing a labor strike that halts the export of oil and livestock. Which cities are affected by this and why?,multi_hop,Lochfield,Lochfield,Yorewood,The cities affected are Yorewood. They rely on Lochfield for imported goods: Yorewood (imports oil from Lochfield). The labor strike halting exports of oil and livestock directly disrupts their supply.,baseline,"The cities affected by the labor strike in Lochfield are Yorkridge, Veldhaven, and potentially Yorewood, as all three trade with Lochfield and import oil and/or livestock from it.",2,0.0,1.0,3.0,"Only Yorewood is explicitly mentioned as trading with Lochfield for imported goods, while Yorkridge and Veldhaven are not directly named in the scenario. However, the reasoning approach is valid since all three cities could potentially be affected if they trade with Lochfield.",2256,small
19,Lochfield is experiencing a labor strike that halts the export of oil and livestock. Which cities are affected by this and why?,multi_hop,Lochfield,Lochfield,Yorewood,The cities affected are Yorewood. They rely on Lochfield for imported goods: Yorewood (imports oil from Lochfield). The labor strike halting exports of oil and livestock directly disrupts their supply.,hgrag,"Yorkridge, Oakridge, and potentially Yorewood are affected by the labor strike in Lochfield as they trade with Lochfield and import oil and/or livestock from it.",2,0.0,1.0,4.0,"All correct cities mentioned, but reasoning could be improved by explicitly stating that they are affected due to their reliance on imports from Lochfield.",1188,small
20,Which cities share a border with Pinecove?,neighborhood,Pinecove,Pinecove,"Eastspire, Lochmoor",,baseline,Pinecove borders Eastspire and Lochmoor.,2,0.0,1.0,,,2257,small
20,Which cities share a border with Pinecove?,neighborhood,Pinecove,Pinecove,"Eastspire, Lochmoor",,hgrag,Eastspire and Lochmoor share a border with Pinecove.,2,0.0,1.0,,,951,small
21,What planet is Eastspire on?,hierarchical,Eastspire,Eastspire,Celenis,,baseline,Not found in context. The provided context does not specify the planet where Eastspire is located.,0,0.0,1.0,,,1925,small
21,What planet is Eastspire on?,hierarchical,Eastspire,Eastspire,Celenis,,hgrag,"Eastspire is located in Celenis, a planet.",2,0.0,1.0,,,1363,small
22,Which cities share a border with Onyxhaven?,neighborhood,Onyxhaven,Onyxhaven,"Lochridge, Zealkeep",,baseline,Onyxhaven shares a border with Lochridge and Zealkeep.,2,0.0,1.0,,,2257,small
22,Which cities share a border with Onyxhaven?,neighborhood,Onyxhaven,Onyxhaven,"Lochridge, Zealkeep",,hgrag,Lochridge and Zealkeep share a border with Onyxhaven.,2,0.0,1.0,,,1160,small
23,Which cities does Pinecove have trade relations with?,neighborhood,Pinecove,Pinecove,Jadewick,,baseline,"Pinecove has trade relations with Yoremoor and Lochmoor, according to the provided context.",0,0.0,1.0,,,2381,small
23,Which cities does Pinecove have trade relations with?,neighborhood,Pinecove,Pinecove,Jadewick,,hgrag,Pinecove trades with Jadewick and Eastspire.,2,0.0,1.0,,,951,small
24,Which cities does Jadewick have trade relations with?,neighborhood,Jadewick,Jadewick,"Pinecove, Eastspire",,baseline,"Jadewick has trade relations with Yoremoor, according to the provided context.",0,0.0,1.0,,,2381,small
